"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"N5WB8C94","journalArticle","2024","d’Aspremont, Alexandre; Guzmán, Cristóbal; Lezane, Clément","Optimal Algorithms for Stochastic Complementary Composite Minimization","SIAM Journal on Optimization","","1052-6234, 1095-7189","10.1137/22M1530884","https://epubs.siam.org/doi/10.1137/22M1530884","Inspired by regularization techniques in statistics and machine learning, we study complementary composite minimization in the stochastic setting. This problem corresponds to the minimization of the sum of a (weakly) smooth function endowed with a stochastic first-order oracle and a structured uniformly convex (possibly nonsmooth and non-Lipschitz) regularization term. Despite intensive work on closely related settings, prior to our work no complexity bounds for this problem were known. We close this gap by providing novel excess risk bounds, both in expectation and with high probability. Our algorithms are nearly optimal, which we prove via novel lower complexity bounds for this class of problems. We conclude by providing numerical results comparing our methods to the state of the art.","2024-03-31","2025-03-07 13:14:26","2025-03-07 13:26:10","2025-03-07 13:26:10","163-189","","1","34","","SIAM J. Optim.","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: e86fb1e7b926403599fe92f293572fe5 Publisher: SIAM","","","","2025 OA procedure; Accelerated first-order methods; Non-Euclidean composite minimization; Regularization; Stochastic convex optimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3PL8YC7M","journalArticle","2024","Stegehuis, Clara; Weedage, Lotte","Resource and location sharing in wireless networks","PLOS ONE","","1932-6203","10.1371/journal.pone.0299396","https://dx.plos.org/10.1371/journal.pone.0299396","With more and more demand from devices to use wireless communication networks, there has been an increased interest in resource sharing among operators, to give a better link quality. However, in the analysis of the benefits of resource sharing among these operators, the important factor of co-location is often overlooked. Indeed, often in wireless communication networks, different operators co-locate: they place their base stations at the same locations due to cost efficiency. We therefore use stochastic geometry to investigate the effect of co-location on the benefits of resource sharing. We develop an intricate relation between the co-location factor and the optimal radius to operate the network, which shows that indeed co-location is an important factor to take into account. We also investigate the limiting behavior of the expected gains of sharing, and find that for unequal operators, sharing may not always be beneficial when taking co-location into account.","2024-02-23","2025-03-07 13:14:26","2025-03-07 13:26:46","2025-03-07 13:26:46","e0299396","","2","19","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: b9292361267348539b5a17d3c54996bb Publisher: Public Library of Science","","","","","","Al-Ameri, Talib","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JF99RKK3","journalArticle","2024","Braun, Alina; Kohler, Michael; Langer, Sophie; Walk, Harro","Convergence rates for shallow neural networks learned by gradient descent","Bernoulli","","1350-7265","10.3150/23-BEJ1605","https://projecteuclid.org/journals/bernoulli/volume-30/issue-1/Convergence-rates-for-shallow-neural-networks-learned-by-gradient-descent/10.3150/23-BEJ1605.full","In this paper we analyze the L2 error of neural network regression estimates with one hidden layer. Under the assumption that the Fourier transform of the regression function decays suitably fast, we show that an estimate, where all initial weights are chosen according to proper uniform distributions and where the weights are learned by gradient descent, achieves a rate of convergence of 1/√n (up to a logarithmic factor). Our statistical analysis implies that the key aspect behind this result is the proper choice of the initial inner weights and the adjustment of the outer weights via gradient descent. This indicates that we can also simply use linear least squares to choose the outer weights. We prove a corresponding theoretical result and compare our new linear least squares neural network estimate with standard neural network estimates via simulated data. Our simulations show that our theoretical considerations lead to an estimate with an improved performance in many cases.","2024-02-01","2025-03-07 13:14:26","2025-03-07 13:26:05","2025-03-07 13:26:05","475–502","","1","30","","Bernoulli","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: db07706bdd1f4b11aaa49dca438a8c24 Publisher: Bernoulli Society for Mathematical Statistics and Probability","","","","NLA; Gradient descent; Deep Learning (DL); Neural networks; Rate of convergence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HK4DIF6I","journalArticle","2024","Melistas, Mentzelos","Torsion and twists of abelian varieties","Bulletin of the London Mathematical Society","","0024-6093, 1469-2120","10.1112/blms.12952","https://londmathsoc.onlinelibrary.wiley.com/doi/10.1112/blms.12952","Abstract             In this article, we investigate the possible torsion subgroups of twists of abelian varieties with good reduction. As an application, we prove a theorem concerning ramified primes over any quadratic extension where odd‐order torsion growth is achieved. In particular, we show that for every rational elliptic curve and every imaginary quadratic field not equal to  satisfying the Heegner hypothesis, no odd‐order torsion growth can occur.","2024-02","2025-03-07 13:14:26","2025-03-07 13:26:33","2025-03-07 13:26:33","589-601","","2","56","","Bulletin of London Math Soc","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: da0417925b0d49858d6a1ccb4128773d Publisher: Wiley","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPYMUC2L","journalArticle","2024","Yeger, Yaron; Boxma, Onno; Resing, Jacques; Vlasiou, Maria","ASIP tandem queues with consumption","Performance Evaluation","","01665316","10.1016/j.peva.2023.102380","https://linkinghub.elsevier.com/retrieve/pii/S0166531623000500","The Asymmetric Inclusion Process (ASIP) tandem queue is a model of stations in series with a gate after each station. At a gate opening, all customers in that station instantaneously move to the next station unidirectionally. In our study, we enhance the ASIP model by introducing the capability for individual customers to independently move from one station to the next, and by allowing both individual customers and batches of customers from any station to exit the system. The model is inspired by the process by which macromolecules are transported within cells. We present a comprehensive analysis of various aspects of the queue length in the ASIP tandem model. Specifically, we provide an exact analysis of queue length moments and correlations and, under certain circumstances, of the queue length distribution. Furthermore, we propose an approximation for the joint queue length distribution. This approximation is derived using three different approaches, one of which employs the concept of the replica mean-field limit. Among other results, our analysis offers insight into the extent to which nutrients can support the survival of a cell.","2024-01","2025-03-07 13:14:26","2025-03-07 13:26:59","2025-03-07 13:26:59","102380","","","163","","Performance Evaluation","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 6e02742f19a842b1816f89aa8ab2b221 Publisher: Elsevier B.V.","","","","Asymmetric Inclusion Process (ASIP); Replica mean-field limit; Vesicular transport hypothesis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZK7BTIA7","journalArticle","2024","Hildebrandt, Benjamin; Hurink, Johann; Manitz, Michael","Local energy management: A base model for the optimization of virtual economic units","Energy Economics","","01409883","10.1016/j.eneco.2023.107252","https://linkinghub.elsevier.com/retrieve/pii/S0140988323007508","As non-renewable resources are limited and the overall CO2 emissions need to be reduced drastically, there is an increasing need in making the energy supply more sustainable. This leads to a needed change in the traditional energy system, in which decentralized local energy resources must be better integrated. In order to face the challenges for a future energy management, the consideration of the domestic level is gaining more attention. In this paper, we aim to get insights into the potential value of local cooperations and focus on economic and control issues as to whether and how the domestic level can participate in upcoming solutions. We introduce a possible setup for a virtual economic unit representing a hybrid cooperation of domestic energy participants, whereby the objective of this cooperation is to realize the maximum possible savings for the community with specified individual contracts between the participants and assuming that participants continue to have additional contracts with their energy service provider. We propose a deterministic linear optimization model for determining optimal energy load profiles of the participants with the external suppliers and energy exchange between participants in a virtual economic unit. To efficiently solve this model and get an exact assignment of supply and demand, we present a maximum saving flow algorithm taking into account the underlying bipartite structure of this problem. The solution achieved is specified as a peer-to-peer allocation between the participants involved and provides insights into the aspects that determine the concrete assignment. It also has the advantage of leading to a robust solution within the collaboration case studies for a basic set-up demonstrate the impact of this approach on the economic potential of aggregating local generation and demand at the same time.","2024-01","2025-03-07 13:14:26","2025-03-07 13:26:19","2025-03-07 13:26:19","107252","","","129","","Energy Economics","Local energy management","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 6221619f9004454680b8a47b5d4ddb65 Publisher: Elsevier B.V.","","","","2024 OA procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZSATPX4E","journalArticle","2024","Bos, Thijs; Schmidt-Hieber, Johannes","A supervised deep learning method for nonparametric density estimation","Electronic Journal of Statistics","","1935-7524","10.1214/24-EJS2332","https://projecteuclid.org/journals/electronic-journal-of-statistics/volume-18/issue-2/A-supervised-deep-learning-method-for-nonparametric-density-estimation/10.1214/24-EJS2332.full","Nonparametric density estimation is an unsupervised learning problem. In this work we propose a two-step procedure that casts the density estimation problem in the first step into a supervised regression prob-lem. The advantage is that we can afterwards apply supervised learning methods. Compared to the standard nonparametric regression setting, the proposed procedure creates, however, dependence among the training sam-ples. To derive statistical risk bounds, one can therefore not rely on the well-developed theory for i.i.d. data. To overcome this, we prove an oracle inequality for this specific form of data dependence. As an application, it is shown that under a compositional structure assumption on the underlying density, the proposed two-step method achieves convergence rates that are faster than the standard nonparametric rates. A simulation study illus-trates the finite sample performance.","2024-01-01","2025-03-07 13:14:26","2025-03-07 13:26:03","2025-03-07 13:26:03","5601–5658","","2","18","","Electron. J. Statist.","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: c78c696993094c8a9a8dafc65003d410 Publisher: Institute of Mathematical Statistics","","","","Neural networks; (Un)supervised learning; Nonparametric density esti-mation; Statistical estimation rates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EYRYTRZT","journalArticle","2024","Peels-Matthey, Saskia; de Graaf, Evelien; Stopponi, Silvia; Bos, Jasper; Nissim, Malvina","Automatic lemmatization of ancient Greek inscriptions : A presentation of AGILe","The journal of epigraphic studies : 7, 2024","","26123517","10.19272/202413701002","https://doi.org/10.19272/202413701002","In this paper, we present the first automatic lemmatizer for Ancient Greek Inscriptions (AGILe). Lemmatization of ancient texts, the process of tagging each word with the base form equal to the dictionary entry, benefits researchers, since searches on a lemmatized corpus can retrieve all occurrences of a lemma in one query. Whereas the corpus of literary texts (e.g. the Thesaurus Linguae Graecae) has been lemmatized, the vast majority of Ancient Greek inscriptions has not. Lemmatization is useful especially for inscriptions, since these are texts with a great amount of dialectal and spelling variation, but to lemmatize this vast corpus by hand would be an enormous task. We evaluated the performance of five existing automatic lemmatizers, developed for literary Greek, on epigraphic texts. Since their performance was disappointing (61.5","2024","2025-03-07 13:14:26","2025-03-07 13:26:38","2025-03-07 13:26:38","29–50","","7","7","","J. Epigr. Stud.","Automatic lemmatization of ancient Greek inscriptions","","","","","","","en","","","","","DOI.org (CSL JSON)","","Citation Key: a317f2cb32384dcfb5f837cb0ee79bc3 Publisher: Fabrizio Serra Editore","","","","NLA; Digital Humanities; Ancient Greek Language; Inscriptions; Lemmatization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NJSZNZ6","journalArticle","2024","Dür, Mirjam; López Cerdá, Marco Antonio; Stein, Oliver; Uetz, Marc","Obituary for Georg J. Still (13 November 1951–15 December 2023)","Optimization","","0233-1934, 1029-4945","10.1080/02331934.2024.2331361","https://www.tandfonline.com/doi/full/10.1080/02331934.2024.2331361","","2024-10-02","2025-03-07 13:14:26","2025-03-07 13:26:16","2025-03-07 13:26:16","3019-3020","","10","73","","Optimization","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: e33a51ce315840baa5d34241eef86ea7 Publisher: Taylor & Francis","","","","2025 OA procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BEUTXV5Z","journalArticle","2024","Nomoto, Kazuhiro; Van Der Pol, Jorn","Tuza’s Conjecture for Binary Geometries","SIAM Journal on Discrete Mathematics","","0895-4801, 1095-7146","10.1137/22M1511229","https://epubs.siam.org/doi/10.1137/22M1511229","Tuza [Finite and Infinite Sets, Proc. Colloq. Math. Soc. János Bolyai 37, North Holland, 1981, p. 888] conjectured that 𝜏⁡(𝐺)≤2⁢𝜈⁡(𝐺) for all graphs 𝐺, where 𝜏⁡(𝐺) is the minimum size of an edge set whose removal makes 𝐺 triangle-free and 𝜈⁡(𝐺) is the maximum size of a collection of pairwise edge-disjoint triangles. Here, we generalize Tuza’s conjecture to simple binary matroids that do not contain the Fano plane as a restriction and prove that the geometric version of the conjecture holds for cographic matroids.","2024-06-30","2025-03-07 13:14:26","2025-03-07 13:26:38","2025-03-07 13:26:38","1676-1685","","2","38","","SIAM J. Discrete Math.","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 107cfb3d928443cb8a0d397c15d91887 Publisher: SIAM","","","","2024 OA procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLDXJ678","journalArticle","2023","Lu, Changqing; Lieshout, Marie-Colette Van; Graaf, Maurits De; Visscher, Paul","Data-driven chimney fire risk prediction using machine learning and point process tools","The Annals of Applied Statistics","","1932-6157","10.1214/23-AOAS1752","https://projecteuclid.org/journals/annals-of-applied-statistics/volume-17/issue-4/Data-driven-chimney-fire-risk-prediction-using-machine-learning-and/10.1214/23-AOAS1752.full","Chimney fires constitute one of the most commonly occurring fire types. Precise prediction and prompt prevention are crucial in reducing the harm they cause. In this paper we develop a combined machine learning and statistical modelling process to predict fire risk. First, we use random forests and permutation importance techniques to identify the most informative explanatory variables. Second, we design a Poisson point process model and employ logistic regression estimation to estimate the parameters. Moreover, we validate the Poisson model assumption using second-order summary statistics and residuals. We implement the modelling process on data collected by the Twente Fire Brigade and obtain plausible predictions. Compared to similar studies, our approach has two advantages: (i) with random forests, we can select explanatory variables nonparametrically considering variable dependence; (ii) using logistic regression estimation, we can fit our statistical model efficiently by tuning it to focus on regions and times that are salient for fire risk.","2023-12-01","2025-03-07 13:14:26","2025-03-07 13:26:31","2025-03-07 13:26:31","3088–3111","","4","17","","Ann. Appl. Stat.","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: aabfd337404540bbad04fd0d5d3de455 Publisher: Institute of Mathematical Statistics","","","","2023 OA procedure; fire prediction; K-function; Logistic regression estimation; Pair correlation function; Poisson point process; Spatiotemporal point pattern; Variable importance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6PUP675","journalArticle","2023","Barfuss, Wolfram; Meylahn, Janusz M.","Intrinsic fluctuations of reinforcement learning promote cooperation","Scientific Reports","","2045-2322","10.1038/s41598-023-27672-7","https://www.nature.com/articles/s41598-023-27672-7","Abstract                            In this work, we ask for and answer what makes classical temporal-difference reinforcement learning with                                                   $$\epsilon$$                                        ϵ                                                                  -greedy strategies cooperative. Cooperating in social dilemma situations is vital for animals, humans, and machines. While evolutionary theory revealed a range of mechanisms promoting cooperation, the conditions under which agents learn to cooperate are contested. Here, we demonstrate which and how individual elements of the multi-agent learning setting lead to cooperation. We use the iterated Prisoner’s dilemma with one-period memory as a testbed. Each of the two learning agents learns a strategy that conditions the following action choices on both agents’ action choices of the last round. We find that next to a high caring for future rewards, a low exploration rate, and a small learning rate, it is primarily intrinsic stochastic fluctuations of the reinforcement learning process which double the final rate of cooperation to up to 80%. Thus, inherent noise is not a necessary evil of the iterative learning process. It is a critical asset for the learning of cooperation. However, we also point out the trade-off between a high likelihood of cooperative behavior and achieving this in a reasonable amount of time. Our findings are relevant for purposefully designing cooperative algorithms and regulating undesired collusive effects.","2023-01-24","2025-03-07 13:14:26","2025-03-07 13:25:59","2025-03-07 13:25:59","1309","","1","13","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: c257a9e599cc420e8b46858aacc215ba Publisher: Nature Research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DS3PU4M3","journalArticle","2023","Klootwijk, Stefan; Manthey, Bodo","Probabilistic Analysis of Optimization Problems on Sparse Random Shortest Path Metrics","Algorithmica","","0178-4617, 1432-0541","10.1007/s00453-023-01167-3","https://link.springer.com/10.1007/s00453-023-01167-3","Abstract                            Simple heuristics for (combinatorial) optimization problems often show a remarkable performance in practice. Worst-case analysis often falls short of explaining this performance. Because of this, “beyond worst-case analysis” of algorithms has recently gained a lot of attention, including probabilistic analysis of algorithms. The instances of many (combinatorial) optimization problems are essentially a discrete metric space. Probabilistic analysis for such metric optimization problems has nevertheless mostly been conducted on instances drawn from Euclidean space, which provides a structure that is usually heavily exploited in the analysis. However, most instances from practice are not Euclidean. Little work has been done on metric instances drawn from other, more realistic, distributions. Some initial results have been obtained in recent years, where random shortest path metrics generated from dense graphs (either complete graphs or Erdős–Rényi random graphs) have been used so far. In this paper we extend these findings to sparse graphs, with a focus on sparse graphs with ‘fast growing cut sizes’, i.e. graphs for which                                                   $$|\delta (U)|=\Omega (|U|^\varepsilon )$$                                                               |                       δ                                                (                         U                         )                                              |                       =                       Ω                       (                       |                       U                                                |                         ε                                              )                                                                                       for some constant                                                   $$\varepsilon \in (0,1)$$                                                               ε                       ∈                       (                       0                       ,                       1                       )                                                                                       for all subsets               U               of the vertices, where                                                   $$\delta (U)$$                                                               δ                       (                       U                       )                                                                                       is the set of edges connecting               U               to the remaining vertices. A random shortest path metric is constructed by drawing independent random edge weights for each edge in the graph and setting the distance between every pair of vertices to the length of a shortest path between them with respect to the drawn weights. For such instances generated from a sparse graph with fast growing cut sizes, we prove that the greedy heuristic for the minimum distance maximum matching problem, and the nearest neighbor and insertion heuristics for the traveling salesman problem all achieve a constant expected approximation ratio. Additionally, for instances generated from an arbitrary sparse graph, we show that the 2-opt heuristic for the traveling salesman problem also achieves a constant expected approximation ratio.","2023-12","2025-03-07 13:14:26","2025-03-07 13:26:24","2025-03-07 13:26:24","3793-3815","","12","85","","Algorithmica","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 0d6ebe36903e43bfa313cf2ef3096593 Publisher: Springer New York","","","","UT-Hybrid-D; Approximation algorithms; Average-case analysis; First-passage percolation; Probabilistic analysis; Random shortest path metrics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LNE4Q27W","journalArticle","2023","Van Der Pol, Jorn","Almost Every Matroid has an $M(K_4)$- or a $\mathcal{W}^3$-Minor","The Electronic Journal of Combinatorics","","1077-8926","10.37236/11946","https://www.combinatorics.org/ojs/index.php/eljc/article/view/v30i4p23","We show that almost every matroid contains the rank-3 whirl $\mathcal{W}^3$ or the complete-graphic matroid $M(K_4)$ as a minor.","2023-11-17","2025-03-07 13:14:26","2025-03-07 13:26:51","2025-03-07 13:26:51","P4.23","","4","30","","Electron. J. Combin.","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: a75be0e931ac497ab465831cfd1f8f06 Publisher: Electronic Journal of Combinatorics","","","","Enumeration; Matroid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UTC723SF","journalArticle","2023","Tsai, Eline R.; Demirtas, Derya; Tintu, Andrei N.; De Jonge, Robert; De Rijke, Yolanda B.; Boucherie, Richard J.","Design of fork-join networks of First-In-First-Out and infinite-server queues applied to clinical chemistry laboratories","European Journal of Operational Research","","03772217","10.1016/j.ejor.2023.04.003","https://linkinghub.elsevier.com/retrieve/pii/S0377221723002722","This paper considers optimal design of queueing networks in which each node consists of a single-server FIFO queue and an infinite-server queue, which is referred to as incubation queue. Upon service completion at a FIFO queue, a job splits (forks) into two parts: the first part is routed to the next node on its route, and the second part is placed in the incubation queue. Routing of the jobs of multiple types is governed by a central decision maker that decides on the routes for each job type and aims to minimize the mean turnaround time of the jobs, i.e., the time spent in the system until service completion at the FIFO queue in the last node, and at all incubation queues on the job's route, which may be viewed as a join operation. We provide explicit results for the turnaround time when all service and inter-arrival time distributions are exponential and invoke the Queueing Network Analyzer when these distributions are general. We then develop a Simulated Annealing approach to find the optimal routing configuration. We apply our approach to determine the optimal routing configuration in a chemistry analyzer line.","2023-11","2025-03-07 13:14:26","2025-03-07 13:26:49","2025-03-07 13:26:49","1101-1117","","3","310","","European Journal of Operational Research","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: 5dd9ac6d484c4be98c74e25c1f393582 Publisher: Elsevier B.V.","","","","UT-Hybrid-D; Laboratory design; Optimal design; Queueing; Queueing network analyzer; Simulated annealing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S567G6G5","journalArticle","2023","Liu, Jiabin; Wang, Bo; Hang, Hanyuan; Wang, Huadong; Qi, Zhiquan; Tian, Yingjie; Shi, Yong","LLP-GAN: A GAN-Based Algorithm for Learning From Label Proportions","IEEE Transactions on Neural Networks and Learning Systems","","2162-237X, 2162-2388","10.1109/TNNLS.2022.3149926","https://ieeexplore.ieee.org/document/9718021/","Learning from label proportions (LLP) is a widespread and important learning paradigm: only the bag-level proportional information of the grouped training instances is available for the classification task, instead of the instance-level labels in the fully supervised scenario. As a result, LLP is a typical weakly supervised learning protocol and commonly exists in privacy protection circumstances due to the sensitivity in label information for real-world applications. In general, it is less laborious and more efficient to collect label proportions as the bag-level supervised information than the instance-level one. However, the hint for learning the discriminative feature representation is also limited as a less informative signal directly associated with the labels is provided, thus deteriorating the performance of the final instance-level classifier. In this article, delving into the label proportions, we bypass this weak supervision by leveraging generative adversarial networks (GANs) to derive an effective algorithm LLP-GAN. Endowed with an end-to-end structure, LLP-GAN performs approximation in the light of an adversarial learning mechanism without imposing restricted assumptions on distribution. Accordingly, the final instance-level classifier can be directly induced upon the discriminator with minor modification. Under mild assumptions, we give the explicit generative representation and prove the global optimality for LLP-GAN. In addition, compared with existing methods, our work empowers LLP solvers with desirable scalability inheriting from deep models. Extensive experiments on benchmark datasets and a real-world application demonstrate the vivid advantages of the proposed approach.","2023-11","2025-03-07 13:14:26","2025-03-07 13:26:27","2025-03-07 13:26:27","8377-8388","","11","34","","IEEE Trans. Neural Netw. Learning Syst.","LLP-GAN","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","Citation Key: 21bcb7370f9348cfb1bad4f6db3c399e Publisher: IEEE","","","","2023 OA procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VI9E2NQB","journalArticle","2023","Ahmadi, Bahman; Giraldo, Juan S.; Hoogsteen, Gerwin; Gerards, Marco E.T.; Hurink, Johann L.","A multi-objective decentralized optimization for voltage regulators and energy storage devices in active distribution systems","International Journal of Electrical Power & Energy Systems","","01420615","10.1016/j.ijepes.2023.109330","https://linkinghub.elsevier.com/retrieve/pii/S0142061523003873","Centralized optimization methods have been widely used to manage the operation of distribution systems. However, these methods have some restrictions, such as the high computational cost, the reliance on a centralized computer system, and the lack of data privacy. To overcome these limitations, decentralized optimization methods have been proposed in recent years. Decentralized methods divide the control variables of the centralized optimization problem over several controllers, and each controller solves its own subproblem independently. This paper presents a multi-objective optimization framework for managing the operation of distribution systems. The primary objective of the proposed method is to optimize the tap positions of voltage regulators and charging and discharging powers for energy storage devices locally through a decentralized coordination process. The used objective functions take into account the voltage profile within the network, the lifetime of the devices, and the energy losses in the systems. Two decentralized methods, based on the Advanced Arithmetic Optimizer algorithm and the Profile Steering approach, are proposed to address the limitations of centralized optimization methods. The decentralized methods aim to improve the reliability and efficiency of the optimization process, while also minimizing communication and computational costs. The proposed methods are evaluated and compared to a centralized approach using the IEEE 33 and 69 bus systems. The results demonstrate that the proposed decentralized methods can effectively resolve voltage problems, minimize energy losses, and find high-quality solutions with improved computational efficiency compared to the centralized approach.","2023-11","2025-03-07 13:14:26","2025-03-07 13:25:51","2025-03-07 13:25:51","109330","","","153","","International Journal of Electrical Power & Energy Systems","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: a7d40d72f5d2498dbd5db51626979709 Publisher: Elsevier Ltd","","","","Linear programming; UT-Gold-D; Power system planning; Distribution networks; Electrostatic discharges; Energy resolution; Photovoltaic systems; Regulators; Simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYUYYIT3","journalArticle","2023","Walter, Matthias","Recognizing Series-Parallel Matrices in Linear Time","INFORMS Journal on Computing","","1091-9856, 1526-5528","10.1287/ijoc.2021.0233","https://pubsonline.informs.org/doi/10.1287/ijoc.2021.0233","A series-parallel matrix is a binary matrix that can be obtained from an empty matrix by successively adjoining rows or columns that are copies of an existing row/column or have at most one one-entry. Equivalently, series-parallel matrices are representation matrices of graphic matroids of series-parallel graphs, which can be recognized in linear time. We propose an algorithm that, for an m-by-n matrix A with k nonzeros, determines in expected time whether A is series-parallel or returns a minimal non–series-parallel submatrix of A. We complement the developed algorithm by an efficient [Formula: see text]implementation and report about computational results.             History: Accepted by Andrea Lodi, Area Editor for Design & Analysis of Algorithms–Discrete.             Funding: This work was supported by Nederlandse Organisatie voor Wetenschappelijk Onderzoek [Grant OCENW.M20.151].             Supplemental Material: The software that supports the findings of this study is available at the GitHub software repository ( https://github.com/discopt/cmr-series-parallel ).","2023-11","2025-03-07 13:14:26","2025-03-07 13:26:56","2025-03-07 13:26:56","1404-1418","","6","35","","INFORMS Journal on Computing","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: b1c82eaeff404ff78747916654fb1326 Publisher: INFORMS Institute for Operations Research and the Management Sciences","","","","2024 OA procedure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQTQSA7M","journalArticle","2023","Loho, Georg; Smith, Ben","Face Posets of Tropical Polyhedra and Monomial Ideals","The Electronic Journal of Combinatorics","","1077-8926","10.37236/9999","https://www.combinatorics.org/ojs/index.php/eljc/article/view/v30i4p11","We exhibit several posets arising from commutative algebra, order theory, tropical convexity as potential face posets of tropical polyhedra, and we clarify their inclusion relations. We focus on monomial tropical polyhedra, and deduce how their geometry reflects properties of monomial ideals. Their vertex-facet lattice is homotopy equivalent to a sphere and encodes the Betti numbers of an associated monomial ideal.","2023-10-20","2025-03-07 13:14:26","2025-03-07 13:26:29","2025-03-07 13:26:29","P4.11","","4","30","","Electron. J. Combin.","","","","","","","","en","","","","","DOI.org (Crossref)","","Citation Key: abb306ec3fe44641a16ef4899bd420dc Publisher: Electronic Journal of Combinatorics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
